artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
lesley gore,no more tears,1963,pop,tear leave surprise cause lonely go away cry cry cry eye tear leave sigh leave sigh remember nights hold tight cry cry cry eye loneliness heart fill loneliness love tenderness tear leave darling apologize forgive break heart tear start cause cry cry eye loneliness heart fill loneliness love tenderness say tear leave darling apologize forgive break heart tear start cause cry cry eye,63,0.0009398496340203,0.0009398496416985,0.0009398496622025,0.000939849635366,0.0009398496327063,0.0009398496383773,0.1618901619230183,0.0009398496808477,0.0009398496386063,0.0009398496389327,0.000939849663124,0.0009398496493444,0.0009398496261926,0.0009398496344656,0.822132394139072,0.0009398496759704,0.7378966749702156,0.6235930569443375,0.7781122270203084,0.0,0.9536273701566363,0.4934776741776118,sadness,0.8142857142857143
supaman,clap ta dis,2008,hip hop,leave turn away come leave know exquisite suffer watch walk away give panic believe happen lose desperation drive insane focus pain right heart make blind face world fall sight voice doubt longer dominate mind crucify cold unwhole cry question point take toll begin visions haunt night die sin believe look face leave silence drive insane focus pain right heart make blind face world fall sight voice doubt longer dominate mind crucify feel anger harbor nail cross remain feel rage inside fester nail cross remain focus pain right heart make blind blind face world fall sight voice doubt longer dominate mind crucify make blind blind face world fall sight crucify voice doubt longer dominate mind crucify,115,0.0005913660763703,0.3346855796004769,0.1727056448065295,0.1072960612983583,0.0005913660582424,0.0005913660691382,0.0005913660597615,0.0005913660929968,0.0005913660667678,0.0005913660706734,0.0005913660842314,0.0005913660819702,0.000591366061381,0.0005913660966647,0.376442223192247,0.0005913660935449,0.8602837647568505,0.881368099889752,0.1204810446596834,1.3157894736842106e-05,0.7908079142621598,0.7957894180478909,sadness,0.1714285714285714
jaden,watch me,2017,hip hop,watch watch watch watch watch watch away fuck bout wave nigga surf everyday drown soul basement bank blue goddess forgive mistake yeah ride renegade seat save energy heal gods bandaid time need enemies land ibiza need visa play mamma need hottie tottie body yeah spit knowledge yeah yell come yeah lyric commercial,52,0.0014619884192309,0.0014619883796949,0.0938477769202989,0.0014619884111513,0.195260564327303,0.0014619883083164,0.0014619883059314,0.0014619883533681,0.329805970158341,0.0380816698425368,0.0014619884015487,0.0014619883862606,0.0320023066893677,0.0014619883180057,0.1110272086377546,0.0014619883070582,0.71515217155854,0.7572238032971823,0.0096375598770681,0.0001872469635627,0.2302143446001648,0.6676572881955872,obscene,0.0428571428571428
dee clark,hey little girl,1961,pop,little girl high school sweater like know better ajust aswingin book chewin alookin like juicey plum heyhey heyhey little girl little girl black silk stockins heart arockin awearin crazy skintight skirt crazy league shirt little girl little girl come book ahold hopin tell girl best heyheyhey instrumental aheyhey umhm umhm yaya yaya yaya yaya yaya yaya yaya yaya uuhhuh little girl high school sweater feelin better like time member close door heyhey heyhey little girl alittle girl aheyhey alittle girl mmmhmhm mmmhmhm mmmhmhm yeah goin house fade yayaya yayaya yayaya yayaya yayadada,92,0.0011695908003653,0.0011695907521628,0.0011695906899654,0.0011695907782879,0.0236636459259778,0.1922047135211858,0.0011695906979101,0.0011695907270499,0.326656046101342,0.0011695906670633,0.0011695907510564,0.001169590746416,0.0011695906683253,0.3747038527598995,0.06639747175386,0.0011695906628865,0.6869923101917037,0.706509755659821,0.6094373588728503,3.633603238866397e-05,0.974237427864798,0.8208152246596689,obscene,0.8428571428571429
four tops,reach out i'll be there,1997,pop,feel go go life fill confusion confusion happiness illusion happiness illusion world crumble darlin reach come girl reach reach reach shelter feel lose cause best good good feel world grow cold grow cold drift drift need hand hold darlin reach come girl reach reach reach comfort care comfort tell hang head hang head afraid afraid tear look look peace mind peace mind know think loner darlin reach come girl reach reach reach look shoulder need depend,76,0.0745803397026716,0.1439379097972131,0.3176448895245599,0.0007855459949938,0.0007855460350953,0.0007855459582254,0.0511450256949791,0.0827289881846774,0.0007855459745648,0.0007855459669185,0.0007855460007711,0.1342146544966948,0.0007855460454589,0.0882181237774858,0.0007855460203378,0.0988890629096297,0.6133434420015164,0.8266799989744378,0.0779107207938964,0.0,0.7423742786479802,0.8057997406926022,world/life,0.3285714285714285
fairport convention,fotheringay,1969,pop,gaze castle windows watch daylight pass captive wall heed even hour fade dwindle lonely moment embers go young bird fly days precious freedom forfeit long live fruitless years guard door days tomorrow hour away farther islands lonely fotheringay,38,0.0021929824712936,0.0021929825854077,0.3405319625540834,0.0021929828329709,0.0021929824875102,0.0021929824956266,0.0021929825234934,0.0021929824925753,0.0021929824878103,0.002192982651686,0.0021929826070775,0.2757868703365807,0.0873375059468024,0.0021929824583172,0.2634489227832718,0.0021929829154061,0.4877071374417849,0.4267876829987436,0.9026103439862893,0.3582995951417004,0.7114591920857378,0.1971721238941596,world/life,0.7285714285714285
joe louis walker,"it's you, baby",2018,blues,girl wringin hand cryin girl wringin hand cryin gettin tire baby gettin tire lie girl walkin floor girl walkin floor gettin tire woman gonna fool come home evenin talkin night head mornin remember word say woman walkin floor gettin tire baby gonna fool alright come home evenin talkin head mornin remember word say know hangin hand cryin gettin tire baby gettin tire lie girl doin like girl doin like need baby fool girl girl girl girl baby fool,78,0.1296994810501544,0.0559205100882316,0.0007412898989402,0.0007412899281755,0.0007412898771352,0.000741289914474,0.0719623725353804,0.1403753406436604,0.3379967559688857,0.0479210597586218,0.0007412898955541,0.0007412898722689,0.0007412898482942,0.1788307912457576,0.0007412898868373,0.0007412898446143,0.481208707895592,0.7360203061302976,0.844377353792524,0.0508097165991902,0.663025556471558,0.5014859322933809,obscene,0.0285714285714285
black joe lewis & the honeybears,i'm broke,2009,blues,break everybody know trouble money break socalled friends lend talk break everybody know break talk work hard fuckin grease work hard money talkin baby break everybody know come break talkin bout mask pick glock time ride life gotta talkin baby break everybody know break talk break street break somebody tell gonna break talk baby break everybody know,57,0.0829612657180176,0.0010121457712094,0.0010121459301046,0.0010121457932079,0.0752317290864255,0.0503237523189892,0.0010121457515336,0.1397691345397692,0.396473886848309,0.0010121457528389,0.0010121458469986,0.0010121457552269,0.0010121459091629,0.0010121457601515,0.2026826580910296,0.0204903292993712,0.6512509476876421,0.744737584288388,0.1566256592627101,0.2277327935222672,0.7835943940643034,0.567554061748475,obscene,0.1571428571428571
wailing souls,who no waan come,1987,reggae,warn warn come rugged style bear babylon raise modern school inferior east come hail conqueror teach scripture media brainwash center spread lie spread rumor propaganda truth word impostor truth word cunning tongue false preacher press youth sensimilla focus attention little matter pressure accept sodom gomorrah warn tafari look good tragedy calamity believe armageddon shall face east straight couldn stop spread message north south couldn freeze wave sound come come warn warn east north south revelation time armageddon come bless curse ready youth get restless bear babylon raise watchman savior come crash like lightning thunder almighty bless yeshua rest head smash curse sing world wonder come come lord come come rise judge world politician batty government decision world religion human condition hollywood rendition holy definition evil live break soul freedom song redemption curse come come lord come come warn open ears sound come heed wonder sign return test heart mind defense judge accord righteousness kind strike warn foolishly ignore wisdom knowledge word give write heart deceive fee impostor ones shall reap disaster,171,0.1078546872701218,0.3725330427656385,0.1289064879303945,0.0136496464553396,0.0005425935981398,0.0374074920113252,0.0005425936067455,0.0005425936306005,0.0327299113700923,0.052460471189962,0.0005425936350281,0.0239001100426061,0.1650785108705786,0.0005425936466285,0.0422549023990884,0.0101085327316528,0.6360879454131919,0.4364279670794553,0.2088345470226376,0.0,0.7578318219291014,0.3413207699780012,violence,0.4714285714285714
indigo girls,i don't wanna talk about it,1975,pop,tell eye probably cry forever star mean mirror wanna talk break heart stay little longer stay listen heart heart stand shadow hide color heart blue tear black nights spend apart star mean mirror wanna talk break heart stay stay listen heart wanna talk break heart stay stay little longer stay listen heart stand shadow hide color heart,57,0.0009074410226094,0.077588899763675,0.0009074410836793,0.0009074411121876,0.0009074410207161,0.043325714701017,0.0009074410348608,0.185334711051845,0.0009074410631339,0.0345204969568231,0.0009074410528329,0.0613707884890723,0.0009074410324691,0.0009074410314167,0.5149328626650117,0.000907441016334,0.3349940431062493,0.5795964412993873,0.4116459956285097,0.0011943319838056,0.4435284418796372,0.3713517379121349,sadness,0.6428571428571429
the mavericks,neon blue,1994,country,go memory hangin inside honky tonk think flash light shine bright sparkle night heart turn neon blue emerald eye lips remember know dress hang door black high heel floor heart turn neon blue cold cold sensation night temptation temptation take away emerald eye lips heart turn neon blue cold cold sensation night temptation temptation take away go memory hang leave heart neon blue turn heart neon blue,67,0.0010526315871957,0.0010526317201093,0.0010526316110145,0.0010526316330576,0.0010526315808654,0.0010526315818361,0.0590617154172018,0.0010526316373222,0.0010526316012513,0.1373987861936461,0.1680468376688403,0.2508426488526972,0.001052631579063,0.0010526316093919,0.3699131693179786,0.0010526316646728,0.4595472760749486,0.6255159859497987,0.3855415517485459,0.000661943319838,0.4033388293487221,0.3513310926227125,sadness,0.3714285714285714
sonic youth,the burning spear (live),1981,blues,afraid scar deep prayer trust speed fear music come burn spear,11,0.005847953903514,0.7687949428196085,0.005847953753626,0.0058479532319825,0.0058479532425139,0.0058479532169508,0.0058479532163749,0.0058479534528112,0.0058479533982329,0.1317898495929415,0.0058479532583646,0.005847953571828,0.0058479532590524,0.005847953217965,0.0058479536249878,0.0058479532163749,0.3956460522040508,0.6902289567469169,0.206826512878025,0.861336032388664,0.2003297609233305,0.8138079988083711,violence,0.5571428571428572
slave,the happiest days,1977,jazz,happen come open door kindness yeah like think yeah happiest days happiest days know good kindness treat good know forever happiest days yeah ask dream funny feel grow happiest days happiest days need strong feel damn real begin know soul life know happiest days good begin shine shine light girl girl tonight happiest days happiest days need strong feel real begin know soul life cause yeah,66,0.0009233610892139,0.000923361080431,0.3567871557513358,0.0205209998179234,0.10450722233569,0.0009233610450021,0.0009233610444891,0.1719366024021129,0.0009233611321968,0.0009233610501016,0.0009233610765231,0.0861296707266415,0.0009233610520689,0.0766303484604606,0.0009233610699491,0.1724076676581407,0.3620708328820535,0.651693459477476,0.2048184787334123,7.074898785425101e-06,0.4981450948062655,0.4824663192684295,world/life,0.6142857142857143
kenny g,the promise,2010,jazz,face hurry past cafe rain felt like long lose tear trickle window pane moment years simply wash away cause eye eye leave catch breath fell touch time cause forget know stand greet hold little long come come feel strong star cross dream lose touch right future look bright perfume carry memories time dream sweet dream know leave memory like picture fade believe believe promise star cross dream lose touch right future look bright believe believe promise star cross dream lose touch right future look bright time,86,0.0006747638697819,0.000674763863398,0.3158376735526707,0.1027728263746729,0.0006747638390546,0.0136984435002742,0.0773978766889055,0.0006747638707558,0.0006747638530096,0.000674763844345,0.0006747638582669,0.1837463875561547,0.0006747638375854,0.0512322665400193,0.174757122054905,0.0006747638707303,0.2916711794649627,0.7304053534343511,0.1927702738657368,0.0814777327935222,0.2724649629018961,0.5615478681616483,world/life,0.1428571428571428
john fogerty,violence is golden,1986,blues,violence golden aaaaaaaaah violence golden aaaaaaaaah pass plate shrapnel sprinkle gotta grenade salad split enemy gotta sell maybe couple mags wife support payment personal bazooka feel like little girls size thunder hand pocketful teflon bullets maybe nother gotta stuff movin door business violence golden aaaaaaaaah violence golden aaaaaaaaah violence golden aaaaaaaaah violence golden aaaaaaaaah pass fleet bombers grab buildin chivy buildin machine rocket pocket ready think deal yearend sale goin appeal cause sellin side fence game care silly little struggle money colour handful war missiles maybe super laser gotta stuff movin door business violence golden aaaaaaaaah violence golden aaaaaaaaah violence golden aaaaaaaaah violence golden aaaaaaaaah violence golden aaaaaaaaah violence golden aaaaaaaaah,111,0.0010964912405269,0.0010964912511098,0.0010964912541099,0.0010964912798202,0.0010964912392734,0.0927649817860881,0.0010964912488605,0.1010078759947476,0.3059034123277034,0.001096491232032,0.1126535545487518,0.3230257362276372,0.0010964912520638,0.0010964913000882,0.0010964912591142,0.0010964913542045,0.7184013863316365,0.7383790990436633,0.2108425811672501,0.0002074898785425,0.6176834295136026,0.6916820625428941,obscene,0.4857142857142857
walter wanderley,rain,1966,pop,maybe believe ready morning light maybe believe gold east kill lead need fee comfortably delete need fetus cheat fee star look cheat fee star look goodbye goodbye speak unrehearsed languages skin morning light paint shadow face dead widow cheat fee star look cheat fee late know life end dot connect save garden die souls harden word chastise conscience break pray transcendence deceive cheat fee star look cheat fee star look cheat fee star look cheat fee star look,78,0.0009569378056666,0.3843019136948519,0.0695336279700106,0.0385742024976498,0.0291238916420541,0.0009569378135787,0.0399518710219615,0.0783576780365835,0.0009569378228399,0.0009569378103318,0.0009569378232461,0.2785039761505889,0.0009569378267779,0.0711265230047482,0.0009569378446281,0.0009569378341221,0.5039532113072674,0.4613491269902314,0.9668674366138924,0.915991902834008,0.1611706512778235,0.1961710916296885,violence,0.7714285714285715
simon & garfunkel,cecilia,1972,pop,cilia break heart shake confidence daily knees beg come home cilia break heart shake confidence daily knees beg come home come home make afternoon bedroom make face come take place cilia break heart shake confidence daily knees beg come home come home jubilation love fall floor laugh jubilation love fall floor laugh,52,0.198712594339727,0.0014224751871604,0.0014224751402596,0.0014224751199802,0.0014224751135086,0.0014224751451364,0.061403144889694,0.0014224751386552,0.0014224751435782,0.1485443283885222,0.0014224752025227,0.0014224751578617,0.0932009643710377,0.0014224752251019,0.47822431599616,0.0014224751167265,0.6642478067800283,0.6660256903315129,0.4106419785562034,1.325910931174089e-05,0.9701154163231656,0.8498451603293317,sadness,0.6857142857142857
wendell b,where were you last night,2016,blues,sudden darkness creep soul envy move light self control cage hold captive door burnin determination score hearts strong desire rag deep hearts fever risin high moment truth draw near time allow stay silence break heart bend defense guilty passions control rule regulations mean hearts strong desire rag deep hearts fever risin high moment truth yeeeeeaaaaaah hearts strong desire rag deep fever risin energizin right till hearts hearts strong desire hearts rag deep ooooh fever risin hearts energizin hearts right till ooooh hearts hearts hearts strong desire hearts rag deep,89,0.0009074410274916,0.0832923511573493,0.0009074410620754,0.0608415020343533,0.0009074410223078,0.0009074410198161,0.0009074411066853,0.0009074410692538,0.0009074410381087,0.0009074410219858,0.000907441035343,0.214752625482776,0.0009074410424025,0.0009074410220008,0.6275019055084776,0.0009074410818237,0.559189862449908,0.8198856498218086,0.0434729352137903,0.0,0.7464962901896124,0.7777708372874107,sadness,0.0571428571428571
inner circle,smoke,2010,reggae,night smoke ring blow smoke ring blow smoke ring blow smoke ring blow fade roll paper smoke fuck later friends guess rap go work watch loose shirt like girl know whatchu fan putt blow smoke ring wantchu inner circle cause know boutta career cernal think cuttin habit dont feel like savage pick talkin bout jacket birthday march bring madness high drop girl youre type probably photo wish feel shit forever blow smoke ring till pass withchu girl better damn smoke ring blow smoke ring blow smoke ring blow smoke ring blow chill date chemistry booth know green puffin passin release expertise spit shit garentee girlfriend knees like like tellin like instagram pics packin bowl blow smoke ring fade girl room naked mess create tell upgrade girl forget give tell love roll pocket cheese wheel gouda fuck go lose bermuda smoke ring blow smoke ring blow,145,0.0005109862117867,0.0005109862203924,0.0005109862236198,0.000510986235511,0.0005109862063771,0.000510986218404,0.0128013907670147,0.0005109862365763,0.5764837062097855,0.223360566667131,0.0394452248181001,0.0005109862398814,0.0005109862056017,0.0995746433302689,0.0005109862293381,0.0222262949852998,0.8093793999783387,0.8027587621465015,0.078814336158972,0.0,0.7289777411376751,0.6866769012205385,obscene,0.1428571428571428
claude king,i can't get over the way you got over me,1962,country,niggas straight niggas straight need hottest pound bitch shake doody care underground money scrap grind overtown straight trip try lift owww fuck clown build team league sit make mommas proud doubt face fix mouth think lie regret mix stress flex niggas straight niggas straight need shoot moment demons lately feel defeat undervalue overtooked quick leave bitch hook mother pass reality hard grasp stick past think bigger come attention baddest divas surly visa hell welcome fuck leave follow normal procedure listen learn turn believer straight,84,0.0010319917853137,0.1531614725873949,0.0954461029887107,0.0010319917685403,0.0010319918473084,0.0010319917616517,0.0010319917649693,0.1714581154719661,0.5026063143910598,0.0010319917684217,0.0010319918033399,0.0010319918114265,0.0628801094551771,0.0010319917845483,0.0010319918203267,0.0010319919421122,0.5169500703996535,0.5639566187216367,0.8062247050448846,1.1032388663967613e-05,0.4847485572959604,0.3553352216805969,obscene,0.8285714285714286
leslie odom jr.,the world was wide enough,2015,jazz,gunshot strike right rib walk usher away drink aaaah aaaah aaaah hear wail streets aaaah aaaah aaaah somebody tell better hide aaaah aaaah aaaah die death discriminate sinners saint take take take history obliterate picture paint paint mistake aim pay survive pay villain history young blind know know world wide world wide,52,0.0016447368641033,0.3262203564769348,0.1427251128879271,0.0016447369631583,0.0016447368629089,0.0016447368537324,0.0016447368497768,0.1446414569413221,0.0016447369565507,0.0016447369033154,0.2260627056425497,0.0016447369159456,0.0016447371555138,0.0016447368869404,0.1056396392074396,0.0333291490740302,0.6404202317773205,0.5866471809860779,0.4678709516776623,0.0,0.2941055234954658,0.3513310926227125,violence,0.0714285714285714
dolla,addicted to fame,2013,hip hop,like pain addict fame damn shame wanna lie sound lame tales money stardom believe collaborate story little nigga sucka talk bout relevance zero commissaries stop insult intelligence say need swallow bleach wouldn general frontin like cell phone terrify try hell home pick fight cripple weak try gain finesse time speak female claim reply fake track wealth people think offer help dollar belt dollars pocket take picture flash people money stop mend topic situation bozo frontin motherfuckers nation tear fear appear gotta push time switch gear away bullshit tryna hear haters crowd cheer root real blind people pollute feel believe finger feel touch influence bigger sales touch mine pocket equal bigger profit equal homie drop roulette table thousand roll light bless banga soul wasn reno sugar house casino philadelphia drop bambino little roro daddy home sorry take long crackers like marble floor marble wall marble basement different live prior incarceration think damn shit wack nigga real choice adapt play dominoes plenty designer clothe flipflops zapatos good grip slip versaci head booth make shit shit bigger stand mirror like nigga haters church bless curse,182,0.0005109862102899,0.1752095047911855,0.0471351210261038,0.0005109862615487,0.0005109862230288,0.0583758049509796,0.0005109862344507,0.0782333580330237,0.4471670190820425,0.0005109862536999,0.075533034915973,0.000510986241322,0.0220977522141891,0.0005109862279106,0.0299071124575221,0.0265961647743011,0.6360879454131919,0.698561649103915,0.0237942005965869,1.2044534412955466e-05,0.6382934872217642,0.6436325138482804,obscene,0.1
michael henderson,riding,1979,jazz,hear fore kong trunk kong kong hear fore kong trunk yeah kong kong drought kong kong drought kong kong hear fore kong trunk everybody runnin fireman bitch like body oven short tryna dozen like bitch buzzin neck barrel long narrow shoot bunch lunch munch like pharoahe bloodshot eye sparrow stay high point like arrow street nigga baby gravel money give life like gavel strap home strap travel trunk bitch spread like cattle kong kiking kong kong kiking kong yeah talk bout hear fore blumblum blumblum blumblum kong trunk yeah choppers drum kong trunk fee banana clip sing like knight pip stick motherfuckin manuscript understand tryna chip better know hold panther grip hollow bullets tip like dancer bitch money money need answer quick gotta shit trunk speakers hole like pair sneakers edge leap money land feet marry benjamins battle enemies rid bigfoot hendersons godzilla kong open trunk jurassic talk bout blumblum blumblum blumblum blumblum talk bout talk bout choppers drum choppers drum choppers drum drought,164,0.0153435861624598,0.1170989279535566,0.0006925208470098,0.0006925208368714,0.059543691779392,0.0006925207847258,0.0006925208373821,0.0006925208283889,0.6244490481458217,0.0817400992008547,0.0006925208298242,0.000692520824654,0.0219026304211381,0.0006925208298652,0.0006925207999727,0.0006925207779859,0.6003465829091303,0.6846652821577827,0.0617460459297649,0.045242914979757,0.6681780708985985,0.7577501919979882,obscene,0.5857142857142857
the animals,loose change,1983,blues,hang boys have make noise look good feel fine number life cocktail pretty girls jaguar say money everybody want movie everybody remember want spend life rub game loose change loose change loose change loose change loose change loose change push pull life get drink beeing stone money home sue sue want money say money everybody want movie everybody remember want spend life rub game loose change loose change loose change loose change loose change loose change yeahhhhhhhhhhh yeah loose change loose change loose change loose change loose change loose change loose change loose change loose change loose change haha loose change loose change loose change loose change loose change loose women bury gold live think want want loose change thing count gonna change loose change,125,0.0004616805220623,0.0110930122587192,0.3822047170076019,0.000461680536473,0.0380926125215667,0.0004616805259697,0.0004616805185382,0.0004616805361347,0.0671469346961845,0.0004616805289445,0.1492643897114902,0.000461680522289,0.0004616805345334,0.0004616805642248,0.0004616805224302,0.0142006802233834,0.4638795624390772,0.6060815834679383,0.2469871957702769,0.0007206477732793,0.7846248969497115,0.7337254176506813,world/life,0.5285714285714286
